ner_prec_micro;ner_rec_micro;ner_f1_micro;ner_prec_macro;ner_rec_macro;ner_f1_macro;rel_prec_micro;rel_rec_micro;rel_f1_micro;rel_prec_macro;rel_rec_macro;rel_f1_macro;rel_nec_prec_micro;rel_nec_rec_micro;rel_nec_f1_micro;rel_nec_prec_macro;rel_nec_rec_macro;rel_nec_f1_macro;epoch;iteration;global_iteration
88.14423602258242;99.46568023016852;93.46335811528435;89.46284316471537;98.92182072779292;93.7490751377939;80.56975894813732;98.43819723337795;88.61217111869854;84.57629762450914;97.2929191518027;90.13158893172218;80.56975894813732;98.43819723337795;88.61217111869854;84.57629762450914;97.2929191518027;90.13158893172218;0;0;0
