ner_prec_micro;ner_rec_micro;ner_f1_micro;ner_prec_macro;ner_rec_macro;ner_f1_macro;rel_prec_micro;rel_rec_micro;rel_f1_micro;rel_prec_macro;rel_rec_macro;rel_f1_macro;rel_nec_prec_micro;rel_nec_rec_micro;rel_nec_f1_micro;rel_nec_prec_macro;rel_nec_rec_macro;rel_nec_f1_macro;epoch;iteration;global_iteration
85.40829986613119;78.66831072749692;81.89987163029524;86.69837063738416;75.32444175347862;80.2602798665236;75.15306122448979;65.72958500669344;70.12616043799095;78.10245840311335;61.128345448412155;67.63308247365984;74.08163265306122;64.79250334672021;69.1263984765532;77.62585851905764;60.725567505400626;67.19744053297218;0;0;0
