ner_prec_micro;ner_rec_micro;ner_f1_micro;ner_prec_macro;ner_rec_macro;ner_f1_macro;rel_prec_micro;rel_rec_micro;rel_f1_micro;rel_prec_macro;rel_rec_macro;rel_f1_macro;rel_nec_prec_micro;rel_nec_rec_micro;rel_nec_f1_micro;rel_nec_prec_macro;rel_nec_rec_macro;rel_nec_f1_macro;epoch;iteration;global_iteration
87.16870773167611;98.00657624332099;92.27048466673115;77.36714029742839;95.3319507806415;84.8491049803959;60.91151031270792;81.70459616242749;69.79226224509243;44.34562156188278;57.18536889131599;48.39587910672165;60.14637391882901;80.67826863007585;68.91557080236326;43.643368900995824;56.35030166572489;47.63785067295846;0;0;0
