ner_prec_micro;ner_rec_micro;ner_f1_micro;ner_prec_macro;ner_rec_macro;ner_f1_macro;rel_prec_micro;rel_rec_micro;rel_f1_micro;rel_prec_macro;rel_rec_macro;rel_f1_macro;rel_nec_prec_micro;rel_nec_rec_micro;rel_nec_f1_micro;rel_nec_prec_macro;rel_nec_rec_macro;rel_nec_f1_macro;epoch;iteration;global_iteration
88.7215282880235;99.26017262638717;93.69544131910766;88.74503875919288;98.79554093618847;93.32224230733314;80.86763070077865;97.32262382864792;88.33535844471446;82.52897219519335;95.82017151298551;88.06900226447777;80.86763070077865;97.32262382864792;88.33535844471446;82.52897219519335;95.82017151298551;88.06900226447777;0;0;0
