ner_prec_micro;ner_rec_micro;ner_f1_micro;ner_prec_macro;ner_rec_macro;ner_f1_macro;rel_prec_micro;rel_rec_micro;rel_f1_micro;rel_prec_macro;rel_rec_macro;rel_f1_macro;rel_nec_prec_micro;rel_nec_rec_micro;rel_nec_f1_micro;rel_nec_prec_macro;rel_nec_rec_macro;rel_nec_f1_macro;epoch;iteration;global_iteration
91.64139499620924;99.36292642827785;95.34608558469729;92.87029423984903;98.71537271033891;95.66143301739993;82.84644194756554;98.70593485051316;90.08348605172063;88.43288289185944;98.94551298050624;93.22749753513625;82.84644194756554;98.70593485051316;90.08348605172063;88.43288289185944;98.94551298050624;93.22749753513625;0;0;0
