ner_prec_micro;ner_rec_micro;ner_f1_micro;ner_prec_macro;ner_rec_macro;ner_f1_macro;rel_prec_micro;rel_rec_micro;rel_f1_micro;rel_prec_macro;rel_rec_macro;rel_f1_macro;rel_nec_prec_micro;rel_nec_rec_micro;rel_nec_f1_micro;rel_nec_prec_macro;rel_nec_rec_macro;rel_nec_f1_macro;epoch;iteration;global_iteration
89.01989683124539;99.30127414714345;93.87993005634351;91.18418913819887;98.72541420330103;94.75129325028895;80.02203452074917;97.23337795626952;87.7921031426269;77.5556528108515;95.95458435916235;85.58620027639218;80.02203452074917;97.23337795626952;87.7921031426269;77.5556528108515;95.95458435916235;85.58620027639218;0;0;0
